ticker,strike,expiry,optionType,volume,premium,openInterest,bidAskSpread,timestamp,sweepType,sourceFile
AMD,230,01/16/2026,Call,624,$2.2M,677,0,"Friday, October 24, 2025 at 9:48 AM",Call Sweep,options_data_2025-10-24_16-00.csv
AMZN,230,11/21/2025,Call,550,$409.8K,1320,0,"Friday, October 24, 2025 at 9:49 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDL,91,11/21/2025,Put,442,$419.9K,443,0,"Friday, October 24, 2025 at 9:50 AM",Unusual Put Sweep,options_data_2025-10-24_16-00.csv
NVDA,186,01/16/2026,Call,420,$638.4K,896,0,"Friday, October 24, 2025 at 9:51 AM",Call Sweep,options_data_2025-10-24_16-00.csv
SOFI,30,06/17/2027,Call,400,$420K,429,0,"Friday, October 24, 2025 at 9:52 AM",Call Sweep,options_data_2025-10-24_16-00.csv
AMD,250,11/07/2025,Call,451,$642.7K,1419,0,"Friday, October 24, 2025 at 9:52 AM",Call Sweep,options_data_2025-10-24_16-00.csv
MU,250,03/20/2026,Call,200,$438K,1004,0,"Friday, October 24, 2025 at 9:52 AM",Call Sweep,options_data_2025-10-24_16-00.csv
GS,755,11/21/2025,Put,532,$1M,589,0,"Friday, October 24, 2025 at 9:52 AM",Put Sweep,options_data_2025-10-24_16-00.csv
GOOG,250,01/16/2026,Call,200,$465K,424,0,"Friday, October 24, 2025 at 9:53 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,190,11/21/2025,Call,751,$581.7K,3472,0,"Friday, October 24, 2025 at 9:53 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,220,01/21/2028,Call,265,$1.1M,395,0,"Friday, October 24, 2025 at 9:53 AM",Call Sweep,options_data_2025-10-24_16-00.csv
CRCL,135,12/19/2025,Call,402,$675.3K,444,0,"Friday, October 24, 2025 at 9:54 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,220,01/21/2028,Call,442,$1.8M,1502,0,"Friday, October 24, 2025 at 9:54 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,210,12/19/2025,Call,1029,$452.8K,3632,0,"Friday, October 24, 2025 at 9:54 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,195,12/19/2025,Call,834,$746.4K,2733,0,"Friday, October 24, 2025 at 9:55 AM",Call Sweep,options_data_2025-10-24_16-00.csv
TSLA,550,01/16/2026,Call,1006,$1.5M,6678,0,"Friday, October 24, 2025 at 9:55 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,195,12/19/2025,Call,989,$885.2K,3734,0,"Friday, October 24, 2025 at 9:56 AM",Call Sweep,options_data_2025-10-24_16-00.csv
TSLA,500,11/21/2025,Call,611,$507.1K,8202,0,"Friday, October 24, 2025 at 9:57 AM",Call Sweep,options_data_2025-10-24_16-00.csv
GOOG,250,11/21/2025,Call,244,$445.3K,299,0,"Friday, October 24, 2025 at 9:58 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,185,11/21/2025,Call,420,$427.5K,1606,0,"Friday, October 24, 2025 at 10:00 AM",Call Sweep,options_data_2025-10-24_16-00.csv
AMD,250,11/21/2025,Call,225,$408.4K,948,0,"Friday, October 24, 2025 at 10:00 AM",Call Sweep,options_data_2025-10-24_16-00.csv
IREN,59,11/28/2025,Call,1000,$1.1M,1012,0,"Friday, October 24, 2025 at 10:06 AM",Call Sweep,options_data_2025-10-24_16-00.csv
INTC,40,01/16/2026,Call,4001,$1.7M,8223,0,"Friday, October 24, 2025 at 10:07 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,200,11/21/2025,Call,1626,$691.1K,4980,0,"Friday, October 24, 2025 at 10:09 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,200,11/21/2025,Call,1500,$637.5K,6704,0,"Friday, October 24, 2025 at 10:11 AM",Call Sweep,options_data_2025-10-24_16-00.csv
GOOGL,250,06/18/2026,Call,348,$1.3M,368,0,"Friday, October 24, 2025 at 10:14 AM",Call Sweep,options_data_2025-10-24_16-00.csv
AMD,380,01/16/2026,Call,2001,$676.9K,2041,0,"Friday, October 24, 2025 at 10:18 AM",Call Sweep,options_data_2025-10-24_16-00.csv
OPEN,10,11/21/2025,Call,4402,$418.2K,18201,0,"Friday, October 24, 2025 at 10:21 AM",Call Sweep,options_data_2025-10-24_16-00.csv
GOOGL,275,11/21/2025,Call,589,$427K,778,0,"Friday, October 24, 2025 at 10:22 AM",Call Sweep,options_data_2025-10-24_16-00.csv
INTC,40,01/16/2026,Call,2020,$787.8K,11959,0,"Friday, October 24, 2025 at 10:22 AM",Call Sweep,options_data_2025-10-24_16-00.csv
AMZN,235,11/21/2025,Call,1509,$905.4K,1990,0,"Friday, October 24, 2025 at 10:25 AM",Call Sweep,options_data_2025-10-24_16-00.csv
SLV,44.5,06/18/2026,Call,1099,$505.5K,1102,0,"Friday, October 24, 2025 at 10:25 AM",Call Sweep,options_data_2025-10-24_16-00.csv
SMH,355,11/21/2025,Call,438,$527.8K,457,0,"Friday, October 24, 2025 at 10:28 AM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
AMZN,250,01/16/2026,Call,1501,$923.1K,2428,0,"Friday, October 24, 2025 at 10:33 AM",Call Sweep,options_data_2025-10-24_16-00.csv
FLR,50,11/21/2025,Call,1883,$659K,2969,0,"Friday, October 24, 2025 at 10:40 AM",Call Sweep,options_data_2025-10-24_16-00.csv
IBIT,65,11/21/2025,Call,2196,$441.4K,10524,0,"Friday, October 24, 2025 at 10:41 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,165,11/21/2025,Put,1500,$405K,1969,0,"Friday, October 24, 2025 at 10:45 AM",Put Sweep,options_data_2025-10-24_16-00.csv
TSLA,450,11/21/2025,Call,236,$501.5K,2773,0,"Friday, October 24, 2025 at 10:48 AM",Call Sweep,options_data_2025-10-24_16-00.csv
AMZN,230,06/18/2026,Call,200,$484K,286,0,"Friday, October 24, 2025 at 10:50 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,195,12/19/2025,Call,1029,$864.4K,5008,0,"Friday, October 24, 2025 at 11:01 AM",Call Sweep,options_data_2025-10-24_16-00.csv
BA,230,11/21/2025,Call,1496,$800.1K,2184,0,"Friday, October 24, 2025 at 11:11 AM",Call Sweep,options_data_2025-10-24_16-00.csv
GLD,385,02/20/2026,Call,430,$731K,500,0,"Friday, October 24, 2025 at 11:14 AM",Call Sweep,options_data_2025-10-24_16-00.csv
DECK,90,11/21/2025,Call,2000,$912.5K,2189,0,"Friday, October 24, 2025 at 11:16 AM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
GLD,410,01/15/2027,Call,179,$510.2K,180,0,"Friday, October 24, 2025 at 11:24 AM",Call Sweep,options_data_2025-10-24_16-00.csv
AAPL,280,01/21/2028,Put,627,$2.7M,635,0,"Friday, October 24, 2025 at 11:27 AM",Unusual Put Sweep,options_data_2025-10-24_16-00.csv
NVDA,110,12/17/2027,Put,4000,$3.7M,10003,0,"Friday, October 24, 2025 at 11:34 AM",Put Sweep,options_data_2025-10-24_16-00.csv
CRWV,140,11/07/2025,Call,1606,$803K,9168,0,"Friday, October 24, 2025 at 11:36 AM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
CRWV,140,11/07/2025,Call,822,$411K,10094,0,"Friday, October 24, 2025 at 11:37 AM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
AVGO,390,12/19/2025,Call,299,$439.5K,374,0,"Friday, October 24, 2025 at 11:37 AM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,180,11/07/2025,Call,499,$441.6K,1611,0,"Friday, October 24, 2025 at 11:38 AM",Call Sweep,options_data_2025-10-24_16-00.csv
HAL,37,01/21/2028,Call,1775,$576.9K,1788,0,"Friday, October 24, 2025 at 11:38 AM",Call Sweep,options_data_2025-10-24_16-00.csv
HAL,37,01/21/2028,Call,2499,$812.2K,4287,0,"Friday, October 24, 2025 at 11:39 AM",Call Sweep,options_data_2025-10-24_16-00.csv
PLTR,50,01/15/2027,Put,5043,$922.9K,14273,0,"Friday, October 24, 2025 at 11:40 AM",Put Sweep,options_data_2025-10-24_16-00.csv
AAPL,262.5,11/21/2025,Call,500,$425K,2030,0,"Friday, October 24, 2025 at 11:42 AM",Call Sweep,options_data_2025-10-24_16-00.csv
IBM,300,11/21/2025,Call,456,$592.8K,1966,0,"Friday, October 24, 2025 at 11:48 AM",Call Sweep,options_data_2025-10-24_16-00.csv
BE,75,01/16/2026,Put,559,$475.2K,563,0,"Friday, October 24, 2025 at 11:55 AM",Put Sweep,options_data_2025-10-24_16-00.csv
AVGO,400,12/19/2025,Call,426,$545.3K,1348,0,"Friday, October 24, 2025 at 11:57 AM",Call Sweep,options_data_2025-10-24_16-00.csv
TSM,280,06/18/2026,Put,250,$711.3K,251,0,"Friday, October 24, 2025 at 12:07 PM",Put Sweep,options_data_2025-10-24_16-00.csv
NVDA,185,06/18/2026,Put,199,$448.7K,276,0,"Friday, October 24, 2025 at 12:07 PM",Put Sweep,options_data_2025-10-24_16-00.csv
IBM,325,12/19/2025,Call,627,$498.6K,877,0,"Friday, October 24, 2025 at 12:07 PM",Call Sweep,options_data_2025-10-24_16-00.csv
AMZN,250,02/20/2026,Call,419,$404.3K,4071,0,"Friday, October 24, 2025 at 12:09 PM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,176,06/18/2026,Put,250,$460K,250,0,"Friday, October 24, 2025 at 12:14 PM",Put Sweep,options_data_2025-10-24_16-00.csv
IBM,320,11/07/2025,Call,1106,$591.8K,1914,0,"Friday, October 24, 2025 at 12:25 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
AMD,245,11/21/2025,Call,486,$1.1M,3442,0,"Friday, October 24, 2025 at 12:38 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
GLD,397,11/21/2025,Call,1088,$505.9K,1094,0,"Friday, October 24, 2025 at 12:43 PM",Call Sweep,options_data_2025-10-24_16-00.csv
AMD,245,11/21/2025,Call,700,$1.5M,4498,0,"Friday, October 24, 2025 at 12:47 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,187.5,11/21/2025,Call,868,$733.5K,2768,0,"Friday, October 24, 2025 at 12:47 PM",Call Sweep,options_data_2025-10-24_16-00.csv
TSLA,370,12/17/2027,Put,200,$1.7M,463,0,"Friday, October 24, 2025 at 12:48 PM",Put Sweep,options_data_2025-10-24_16-00.csv
NVDA,190,06/17/2027,Call,180,$767.7K,206,0,"Friday, October 24, 2025 at 12:49 PM",Call Sweep,options_data_2025-10-24_16-00.csv
GLD,399,11/21/2025,Call,1166,$478.1K,1438,0,"Friday, October 24, 2025 at 12:53 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
TSLA,280,01/15/2027,Call,253,$5M,604,0,"Friday, October 24, 2025 at 12:54 PM",Call Sweep,options_data_2025-10-24_16-00.csv
QS,12,01/16/2026,Call,2274,$1.3M,3088,0,"Friday, October 24, 2025 at 1:05 PM",Call Sweep,options_data_2025-10-24_16-00.csv
IBM,300,11/21/2025,Call,538,$726.4K,3584,0,"Friday, October 24, 2025 at 1:07 PM",Call Sweep,options_data_2025-10-24_16-00.csv
UNH,300,01/16/2026,Call,150,$1M,469,0,"Friday, October 24, 2025 at 1:14 PM",Call Sweep,options_data_2025-10-24_16-00.csv
TSLA,700,06/18/2026,Call,250,$576.3K,1225,0,"Friday, October 24, 2025 at 1:32 PM",Call Sweep,options_data_2025-10-24_16-00.csv
NVO,55,12/17/2027,Put,374,$482.5K,467,0,"Friday, October 24, 2025 at 1:35 PM",Put Sweep,options_data_2025-10-24_16-00.csv
SOFI,40,09/18/2026,Call,1100,$517.5K,1249,0,"Friday, October 24, 2025 at 1:39 PM",Call Sweep,options_data_2025-10-24_16-00.csv
GDX,85,12/19/2025,Put,564,$724.7K,615,0,"Friday, October 24, 2025 at 1:46 PM",Put Sweep,options_data_2025-10-24_16-00.csv
TSLA,320,01/16/2026,Put,1101,$713.8K,1155,0,"Friday, October 24, 2025 at 1:47 PM",Put Sweep,options_data_2025-10-24_16-00.csv
DKNG,33,11/21/2025,Put,3028,$696.4K,3203,0,"Friday, October 24, 2025 at 1:48 PM",Unusual Put Sweep,options_data_2025-10-24_16-00.csv
METC,35,01/21/2028,Call,300,$561K,502,0,"Friday, October 24, 2025 at 1:54 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
AMZN,250,01/16/2026,Call,768,$495.4K,6147,0,"Friday, October 24, 2025 at 1:55 PM",Call Sweep,options_data_2025-10-24_16-00.csv
AAPL,267.5,11/07/2025,Call,1002,$496K,3408,0,"Friday, October 24, 2025 at 2:01 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
GOOGL,265,05/15/2026,Put,246,$676.8K,1003,0,"Friday, October 24, 2025 at 2:04 PM",Put Sweep,options_data_2025-10-24_16-00.csv
GOOG,285,03/20/2026,Call,276,$447.1K,7121,0,"Friday, October 24, 2025 at 2:06 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
TSLA,290,01/16/2026,Put,1000,$415K,4538,0,"Friday, October 24, 2025 at 2:16 PM",Put Sweep,options_data_2025-10-24_16-00.csv
TSLA,350,09/18/2026,Put,195,$825.8K,232,0,"Friday, October 24, 2025 at 2:17 PM",Put Sweep,options_data_2025-10-24_16-00.csv
NVDA,180,11/07/2025,Call,481,$435.3K,6321,0,"Friday, October 24, 2025 at 2:18 PM",Call Sweep,options_data_2025-10-24_16-00.csv
META,650,02/20/2026,Put,200,$469K,210,0,"Friday, October 24, 2025 at 2:25 PM",Put Sweep,options_data_2025-10-24_16-00.csv
PLTR,165,11/21/2025,Put,765,$409.3K,2071,0,"Friday, October 24, 2025 at 2:29 PM",Put Sweep,options_data_2025-10-24_16-00.csv
TSLA,290,02/20/2026,Put,1000,$690K,2902,0,"Friday, October 24, 2025 at 2:34 PM",Put Sweep,options_data_2025-10-24_16-00.csv
AAPL,250,01/16/2026,Call,347,$772.1K,1592,0,"Friday, October 24, 2025 at 2:35 PM",Call Sweep,options_data_2025-10-24_16-00.csv
TSLA,290,01/16/2026,Put,1500,$630K,6246,0,"Friday, October 24, 2025 at 2:35 PM",Put Sweep,options_data_2025-10-24_16-00.csv
XOP,130,09/18/2026,Put,973,$1.4M,1408,0,"Friday, October 24, 2025 at 2:43 PM",Put Sweep,options_data_2025-10-24_16-00.csv
TSLA,300,02/20/2026,Put,700,$588K,819,0,"Friday, October 24, 2025 at 2:49 PM",Put Sweep,options_data_2025-10-24_16-00.csv
META,800,12/19/2025,Call,207,$432.6K,2796,0,"Friday, October 24, 2025 at 2:52 PM",Call Sweep,options_data_2025-10-24_16-00.csv
GM,85,06/18/2026,Call,1791,$476.4K,1807,0,"Friday, October 24, 2025 at 2:59 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
APP,720,11/07/2025,Call,798,$1.4M,817,0,"Friday, October 24, 2025 at 3:09 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,170,11/07/2025,Call,501,$861.7K,1205,0,"Friday, October 24, 2025 at 3:11 PM",Call Sweep,options_data_2025-10-24_16-00.csv
AMD,160,06/18/2026,Call,261,$2.7M,470,0,"Friday, October 24, 2025 at 3:21 PM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,170,11/21/2025,Call,208,$425.4K,1444,0,"Friday, October 24, 2025 at 3:23 PM",Call Sweep,options_data_2025-10-24_16-00.csv
MU,225,11/14/2025,Call,450,$510.8K,4175,0,"Friday, October 24, 2025 at 3:24 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,230,01/16/2026,Call,1500,$447.7K,1826,0,"Friday, October 24, 2025 at 3:27 PM",Call Sweep,options_data_2025-10-24_16-00.csv
AMZN,250,06/18/2026,Put,170,$623.1K,182,0,"Friday, October 24, 2025 at 3:27 PM",Put Sweep,options_data_2025-10-24_16-00.csv
GM,70,01/16/2026,Call,1744,$671.4K,1855,0,"Friday, October 24, 2025 at 3:32 PM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,189,01/16/2026,Call,450,$663.8K,962,0,"Friday, October 24, 2025 at 3:34 PM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,187.5,11/21/2025,Call,649,$623K,3876,0,"Friday, October 24, 2025 at 3:35 PM",Call Sweep,options_data_2025-10-24_16-00.csv
NVDA,185,11/21/2025,Put,1003,$832.5K,8012,0,"Friday, October 24, 2025 at 3:35 PM",Put Sweep,options_data_2025-10-24_16-00.csv
AMD,300,11/21/2025,Call,878,$412.7K,10474,0,"Friday, October 24, 2025 at 3:37 PM",Call Sweep,options_data_2025-10-24_16-00.csv
BE,100,03/20/2026,Call,226,$858.8K,245,0,"Friday, October 24, 2025 at 3:37 PM",Call Sweep,options_data_2025-10-24_16-00.csv
AXL,6,11/21/2025,Call,9996,$773K,10080,0,"Friday, October 24, 2025 at 3:38 PM",Unusual Call Sweep,options_data_2025-10-24_16-00.csv
BABA,175,11/21/2025,Call,421,$435.7K,1132,0,"Friday, October 24, 2025 at 3:40 PM",Call Sweep,options_data_2025-10-24_16-00.csv
CRWV,145,01/16/2026,Call,356,$617.7K,1183,0,"Friday, October 24, 2025 at 3:59 PM",Call Sweep,options_data_2025-10-24_16-00.csv
AMZN,265,01/16/2026,Call,2326,$837.4K,5636,0,"Friday, October 24, 2025 at 4:01 PM",Call Sweep,options_data_2025-10-24_16-00.csv
GOOGL,260,01/16/2026,Put,289,$461K,867,0,"Friday, October 24, 2025 at 4:08 PM",Put Sweep,options_data_2025-10-24_16-00.csv
NVDA,177.5,11/21/2025,Call,500,$750K,2220,0,"Friday, October 24, 2025 at 4:13 PM",Call Sweep,options_data_2025-10-24_16-00.csv
META,800,01/16/2026,Call,225,$697.5K,320,0,"Monday, October 27, 2025 at 9:46 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,435,11/14/2025,Call,160,$400.8K,189,0,"Monday, October 27, 2025 at 9:47 AM",Call Sweep,options_data_2025-10-27_16-00.csv
MSFT,600,01/16/2026,Call,998,$498.7K,1028,0,"Monday, October 27, 2025 at 9:47 AM",Call Sweep,options_data_2025-10-27_16-00.csv
GLD,385,03/20/2026,Call,311,$466.5K,510,0,"Monday, October 27, 2025 at 9:49 AM",Call Sweep,options_data_2025-10-27_16-00.csv
AEM,180,02/20/2026,Call,500,$420K,500,0,"Monday, October 27, 2025 at 9:52 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,500,11/14/2025,Call,1018,$582.3K,1197,0,"Monday, October 27, 2025 at 9:52 AM",Call Sweep,options_data_2025-10-27_16-00.csv
BA,215,02/20/2026,Call,284,$641.9K,694,0,"Monday, October 27, 2025 at 9:54 AM",Call Sweep,options_data_2025-10-27_16-00.csv
META,850,06/18/2026,Call,400,$2.1M,403,0,"Monday, October 27, 2025 at 9:54 AM",Call Sweep,options_data_2025-10-27_16-00.csv
META,900,01/15/2027,Call,200,$1.5M,201,0,"Monday, October 27, 2025 at 9:55 AM",Call Sweep,options_data_2025-10-27_16-00.csv
HOOD,130,01/16/2026,Call,196,$543.9K,319,0,"Monday, October 27, 2025 at 9:56 AM",Call Sweep,options_data_2025-10-27_16-00.csv
BMNR,55,01/16/2026,Call,750,$810K,997,0,"Monday, October 27, 2025 at 9:57 AM",Call Sweep,options_data_2025-10-27_16-00.csv
OPEN,10,11/21/2025,Call,5000,$420K,6784,0,"Monday, October 27, 2025 at 9:59 AM",Call Sweep,options_data_2025-10-27_16-00.csv
GOOGL,250,11/21/2025,Call,362,$760.2K,2084,0,"Monday, October 27, 2025 at 10:00 AM",Call Sweep,options_data_2025-10-27_16-00.csv
NVDA,170,11/14/2025,Call,324,$730.6K,364,0,"Monday, October 27, 2025 at 10:00 AM",Call Sweep,options_data_2025-10-27_16-00.csv
NVDA,170,11/14/2025,Call,200,$451K,640,0,"Monday, October 27, 2025 at 10:00 AM",Call Sweep,options_data_2025-10-27_16-00.csv
CRWV,140,12/19/2025,Call,346,$581.3K,569,0,"Monday, October 27, 2025 at 10:01 AM",Call Sweep,options_data_2025-10-27_16-00.csv
IREN,60,11/21/2025,Call,397,$492.3K,779,0,"Monday, October 27, 2025 at 10:01 AM",Call Sweep,options_data_2025-10-27_16-00.csv
MU,220,11/21/2025,Call,279,$421.3K,392,0,"Monday, October 27, 2025 at 10:02 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,550,01/16/2026,Call,400,$618K,1584,0,"Monday, October 27, 2025 at 10:02 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,550,01/16/2026,Call,281,$433K,1866,0,"Monday, October 27, 2025 at 10:03 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,550,01/16/2026,Call,578,$878K,2446,0,"Monday, October 27, 2025 at 10:05 AM",Call Sweep,options_data_2025-10-27_16-00.csv
IBIT,65,01/16/2026,Call,998,$638.7K,1460,0,"Monday, October 27, 2025 at 10:05 AM",Call Sweep,options_data_2025-10-27_16-00.csv
AVGO,380,11/21/2025,Call,751,$585.8K,940,0,"Monday, October 27, 2025 at 10:06 AM",Call Sweep,options_data_2025-10-27_16-00.csv
IREN,60,11/21/2025,Call,548,$679.5K,2468,0,"Monday, October 27, 2025 at 10:08 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,550,01/16/2026,Call,538,$850K,5543,0,"Monday, October 27, 2025 at 10:09 AM",Call Sweep,options_data_2025-10-27_16-00.csv
NVDA,185,01/16/2026,Put,370,$416.3K,1185,0,"Monday, October 27, 2025 at 10:10 AM",Put Sweep,options_data_2025-10-27_16-00.csv
NVDA,180,11/21/2025,Call,548,$901.5K,1253,0,"Monday, October 27, 2025 at 10:14 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,550,01/16/2026,Call,5416,$8.9M,14421,0,"Monday, October 27, 2025 at 10:15 AM",Call Sweep,options_data_2025-10-27_16-00.csv
GOOGL,270,11/21/2025,Call,500,$470K,849,0,"Monday, October 27, 2025 at 10:15 AM",Call Sweep,options_data_2025-10-27_16-00.csv
AAPL,265,11/14/2025,Call,516,$412.8K,790,0,"Monday, October 27, 2025 at 10:16 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,500,11/14/2025,Call,1000,$632.2K,4645,0,"Monday, October 27, 2025 at 10:19 AM",Call Sweep,options_data_2025-10-27_16-00.csv
AAPL,267.5,11/07/2025,Call,999,$594.4K,2811,0,"Monday, October 27, 2025 at 10:20 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,560,01/16/2026,Call,540,$825.9K,2140,0,"Monday, October 27, 2025 at 10:20 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,570,01/16/2026,Call,356,$501.2K,437,0,"Monday, October 27, 2025 at 10:21 AM",Call Sweep,options_data_2025-10-27_16-00.csv
AAPL,267.5,11/07/2025,Call,1000,$605K,6897,0,"Monday, October 27, 2025 at 10:24 AM",Unusual Call Sweep,options_data_2025-10-27_16-00.csv
IREN,100,11/21/2025,Put,577,$2.1M,577,0,"Monday, October 27, 2025 at 10:24 AM",Unusual Put Sweep,options_data_2025-10-27_16-00.csv
IREN,100,11/21/2025,Put,560,$2M,1137,0,"Monday, October 27, 2025 at 10:24 AM",Unusual Put Sweep,options_data_2025-10-27_16-00.csv
IREN,100,11/21/2025,Put,638,$2.3M,1775,0,"Monday, October 27, 2025 at 10:24 AM",Unusual Put Sweep,options_data_2025-10-27_16-00.csv
IREN,100,11/21/2025,Put,584,$2.1M,2359,0,"Monday, October 27, 2025 at 10:24 AM",Unusual Put Sweep,options_data_2025-10-27_16-00.csv
NVDA,130,01/21/2028,Put,339,$484.8K,346,0,"Monday, October 27, 2025 at 10:24 AM",Put Sweep,options_data_2025-10-27_16-00.csv
AAPL,267.5,11/07/2025,Call,1002,$591.2K,7945,0,"Monday, October 27, 2025 at 10:28 AM",Unusual Call Sweep,options_data_2025-10-27_16-00.csv
GOOG,250,04/17/2026,Put,10075,$15.9M,10520,0,"Monday, October 27, 2025 at 10:28 AM",Unusual Put Sweep,options_data_2025-10-27_16-00.csv
AAPL,267.5,11/07/2025,Call,1002,$591.2K,10963,0,"Monday, October 27, 2025 at 10:29 AM",Unusual Call Sweep,options_data_2025-10-27_16-00.csv
TSM,290,12/19/2025,Put,723,$1M,2049,0,"Monday, October 27, 2025 at 10:29 AM",Put Sweep,options_data_2025-10-27_16-00.csv
BA,225,12/19/2025,Put,426,$507K,439,0,"Monday, October 27, 2025 at 10:32 AM",Put Sweep,options_data_2025-10-27_16-00.csv
QCOM,180,12/19/2025,Call,374,$897.6K,792,0,"Monday, October 27, 2025 at 10:32 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSM,290,12/19/2025,Put,1006,$1.4M,3253,0,"Monday, October 27, 2025 at 10:32 AM",Put Sweep,options_data_2025-10-27_16-00.csv
AAPL,267.5,11/07/2025,Call,1015,$588.7K,14024,0,"Monday, October 27, 2025 at 10:33 AM",Unusual Call Sweep,options_data_2025-10-27_16-00.csv
QCOM,180,12/19/2025,Call,210,$567K,1028,0,"Monday, October 27, 2025 at 10:33 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,450,11/21/2025,Call,761,$1.9M,3174,0,"Monday, October 27, 2025 at 10:41 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,450,11/21/2025,Call,317,$784.6K,3495,0,"Monday, October 27, 2025 at 10:41 AM",Call Sweep,options_data_2025-10-27_16-00.csv
AAPL,267.5,11/07/2025,Call,1000,$565K,18317,0,"Monday, October 27, 2025 at 10:43 AM",Unusual Call Sweep,options_data_2025-10-27_16-00.csv
AAPL,267.5,11/07/2025,Call,1001,$570.6K,19319,0,"Monday, October 27, 2025 at 10:43 AM",Unusual Call Sweep,options_data_2025-10-27_16-00.csv
NVDA,210,12/19/2025,Call,3423,$1.9M,15968,0,"Monday, October 27, 2025 at 10:47 AM",Call Sweep,options_data_2025-10-27_16-00.csv
NTLA,26,11/21/2025,Put,390,$483.6K,432,0,"Monday, October 27, 2025 at 10:50 AM",Put Sweep,options_data_2025-10-27_16-00.csv
UBER,90,11/21/2025,Call,909,$759K,1130,0,"Monday, October 27, 2025 at 10:51 AM",Call Sweep,options_data_2025-10-27_16-00.csv
TSLA,400,12/17/2027,Put,167,$1.6M,4359,0,"Monday, October 27, 2025 at 10:52 AM",Put Sweep,options_data_2025-10-27_16-00.csv
NVDA,180,11/21/2025,Call,500,$802.5K,3562,0,"Monday, October 27, 2025 at 10:52 AM",Call Sweep,options_data_2025-10-27_16-00.csv
AAPL,270,11/07/2025,Call,890,$400.5K,3518,0,"Monday, October 27, 2025 at 10:54 AM",Call Sweep,options_data_2025-10-27_16-00.csv
ORCL,500,01/15/2027,Call,250,$416.3K,252,0,"Monday, October 27, 2025 at 10:55 AM",Call Sweep,options_data_2025-10-27_16-00.csv
AMZN,230,06/18/2026,Call,420,$1.1M,491,0,"Monday, October 27, 2025 at 10:57 AM",Call Sweep,options_data_2025-10-27_16-00.csv
GDX,68,11/21/2025,Put,2999,$842.7K,3348,0,"Monday, October 27, 2025 at 10:58 AM",Put Sweep,options_data_2025-10-27_16-00.csv
TSLA,450,11/07/2025,Put,400,$698K,1928,0,"Monday, October 27, 2025 at 11:02 AM",Put Sweep,options_data_2025-10-27_16-00.csv
PLTR,50,01/15/2027,Put,3066,$493.6K,10493,0,"Monday, October 27, 2025 at 11:14 AM",Put Sweep,options_data_2025-10-27_16-00.csv
QCOM,200,11/21/2025,Call,495,$420.8K,7426,0,"Monday, October 27, 2025 at 11:19 AM",Call Sweep,options_data_2025-10-27_16-00.csv
