"avatar_c19a55 src","username_c19a55","botText__82f07","timestamp_c19a55","separator_c19a55","hiddenVisually_b18fe2","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","timestamp__75297","hiddenVisually_b18fe2 2","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"","","","","[","Wednesday, October 15, 2025 at 4:37 PM","PSC","2,760,000","57.21","$157.9M","2 days ago","Wednesday, October 15, 2025 at 4:11 PM","4:37 PM","]"
"","","","","[","Wednesday, October 15, 2025 at 4:37 PM","QQQ","400,000","602.10","$240.8M","2 days ago","Wednesday, October 15, 2025 at 4:11 PM","4:37 PM","]"
"","","","","[","Wednesday, October 15, 2025 at 4:37 PM","SPY","126,557","662.21","$83.8M","2 days ago","Wednesday, October 15, 2025 at 3:59 PM","4:37 PM","]"
"","","","","[","Wednesday, October 15, 2025 at 4:37 PM","GOOG","300,000","251.71","$75.5M","2 days ago","Wednesday, October 15, 2025 at 4:03 PM","4:37 PM","]"
"","","","","[","Wednesday, October 15, 2025 at 4:37 PM","VST","721,453","210.85","$152.1M","2 days ago","Wednesday, October 15, 2025 at 4:03 PM","4:37 PM","]"
"","","","","[","Wednesday, October 15, 2025 at 4:37 PM","AVGO","277,600","351.33","$97.5M","2 days ago","Wednesday, October 15, 2025 at 4:02 PM","4:37 PM","]"
"","","","","[","Wednesday, October 15, 2025 at 4:37 PM","MSFT","193,100","513.43","$99.1M","2 days ago","Wednesday, October 15, 2025 at 4:03 PM","4:37 PM","]"
"","","","","[","Wednesday, October 15, 2025 at 4:37 PM","JPM","365,000","305.69","$111.6M","2 days ago","Wednesday, October 15, 2025 at 4:03 PM","4:37 PM","]"
"","","","","[","Wednesday, October 15, 2025 at 4:37 PM","ORCL","390,000","303.62","$118.4M","2 days ago","Wednesday, October 15, 2025 at 4:03 PM","4:37 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","Yesterday at 4:15 PM","—","Thursday, October 16, 2025 at 4:15 PM","AAPL","289,631","247.45","$71.7M","a day ago","Thursday, October 16, 2025 at 4:00 PM","",""
"","","","","[","Thursday, October 16, 2025 at 4:15 PM","URTH","2,090,436","180.64","$377.6M","a day ago","Thursday, October 16, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:16 PM","COST","80,000","925.62","$74M","a day ago","Thursday, October 16, 2025 at 4:01 PM","4:16 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:16 PM","ABT","754,228","129.20","$97.4M","a day ago","Thursday, October 16, 2025 at 4:00 PM","4:16 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:16 PM","AMZN","384,132","214.47","$82.4M","a day ago","Thursday, October 16, 2025 at 4:00 PM","4:16 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:18 PM","PLTR","646,512","178.12","$115.2M","a day ago","Thursday, October 16, 2025 at 4:03 PM","4:18 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:18 PM","GOOG","298,000","251.88","$75.1M","a day ago","Thursday, October 16, 2025 at 4:03 PM","4:18 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:18 PM","MSFT","145,069","511.61","$74.2M","a day ago","Thursday, October 16, 2025 at 4:03 PM","4:18 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:22 PM","SPY","126,532","664.88","$84.1M","a day ago","Thursday, October 16, 2025 at 4:06 PM","4:22 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","Yesterday at 4:24 PM","—","Thursday, October 16, 2025 at 4:24 PM","SPY","300,000","660.70","$198.2M","a day ago","Thursday, October 16, 2025 at 4:09 PM","",""
"","","","","[","Thursday, October 16, 2025 at 4:25 PM","SPY","700,000","660.70","$462.5M","a day ago","Thursday, October 16, 2025 at 4:10 PM","4:25 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:26 PM","SPY","126,532","664.88","$84.1M","a day ago","Thursday, October 16, 2025 at 4:11 PM","4:26 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","116,000","660.70","$76.6M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","301,000","660.70","$198.9M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","290,000","660.71","$191.6M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","200,000","660.71","$132.1M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","400,000","660.70","$264.3M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","150,000","660.71","$99.1M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","300,000","660.70","$198.2M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","210,000","660.71","$138.7M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","133,000","660.70","$87.9M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:27 PM","SPY","1,000,000","660.71","$660.7M","a day ago","Thursday, October 16, 2025 at 4:12 PM","4:27 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:28 PM","QQQ","470,250","599.99","$282.1M","a day ago","Thursday, October 16, 2025 at 4:13 PM","4:28 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","Yesterday at 4:33 PM","—","Thursday, October 16, 2025 at 4:33 PM","SPY","126,532","664.88","$84.1M","a day ago","Thursday, October 16, 2025 at 4:18 PM","",""
"","","","","[","Thursday, October 16, 2025 at 4:37 PM","TMUS","325,410","226.45","$73.7M","a day ago","Thursday, October 16, 2025 at 4:22 PM","4:37 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:38 PM","SPY","126,532","664.88","$84.1M","a day ago","Thursday, October 16, 2025 at 4:23 PM","4:38 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","Yesterday at 4:45 PM","—","Thursday, October 16, 2025 at 4:45 PM","NVDA","451,531","181.81","$82.1M","a day ago","Thursday, October 16, 2025 at 4:30 PM","",""
"","","","","[","Thursday, October 16, 2025 at 4:49 PM","SHY","1,200,000","83.10","$99.7M","a day ago","Thursday, October 16, 2025 at 4:34 PM","4:49 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","Yesterday at 4:58 PM","—","Thursday, October 16, 2025 at 4:58 PM","MSFT","137,733","511.61","$70.5M","a day ago","Thursday, October 16, 2025 at 4:42 PM","",""
"","","","","[","Thursday, October 16, 2025 at 4:58 PM","NVDA","403,102","181.81","$73.3M","a day ago","Thursday, October 16, 2025 at 4:42 PM","4:58 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:59 PM","QQQ","317,594","599.99","$190.6M","a day ago","Thursday, October 16, 2025 at 4:43 PM","4:59 PM","]"
"","","","","[","Thursday, October 16, 2025 at 4:59 PM","LQD","794,820","112.42","$89.4M","a day ago","Thursday, October 16, 2025 at 4:43 PM","4:59 PM","]"
"","","","","[","Thursday, October 16, 2025 at 5:04 PM","MSFT","194,769","511.61","$99.6M","a day ago","Thursday, October 16, 2025 at 4:49 PM","5:04 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","Yesterday at 5:05 PM","—","Thursday, October 16, 2025 at 5:05 PM","NVDA","556,081","181.81","$101.1M","a day ago","Thursday, October 16, 2025 at 4:49 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","Yesterday at 5:16 PM","—","Thursday, October 16, 2025 at 5:16 PM","QQQ","177,464","599.99","$106.5M","a day ago","Thursday, October 16, 2025 at 5:01 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","Yesterday at 5:36 PM","—","Thursday, October 16, 2025 at 5:36 PM","SPY","235,870","660.64","$155.8M","a day ago","Thursday, October 16, 2025 at 5:20 PM","",""
"","","","","[","Thursday, October 16, 2025 at 5:41 PM","AVGO","284,600","354.15","$100.8M","a day ago","Thursday, October 16, 2025 at 5:26 PM","5:41 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","9:45 AM","—","Friday, October 17, 2025 at 9:45 AM","MSFT","270,797","508.72","$137.8M","6 hours ago","Friday, October 17, 2025 at 9:30 AM","",""
"","","","","[","Friday, October 17, 2025 at 9:45 AM","MSFT","261,450","508.72","$133M","6 hours ago","Friday, October 17, 2025 at 9:30 AM","9:45 AM","]"
"","","","","[","Friday, October 17, 2025 at 9:47 AM","LQD","1,000,000","112.29","$112.3M","6 hours ago","Friday, October 17, 2025 at 9:32 AM","9:47 AM","]"
"","","","","[","Friday, October 17, 2025 at 9:51 AM","SPY","343,312","659.20","$226.3M","6 hours ago","Friday, October 17, 2025 at 9:36 AM","9:51 AM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10:02 AM","—","Friday, October 17, 2025 at 10:02 AM","QQQ","128,940","596.41","$76.9M","5 hours ago","Friday, October 17, 2025 at 9:47 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10:15 AM","—","Friday, October 17, 2025 at 10:15 AM","VOO","141,481","607.83","$86M","5 hours ago","Friday, October 17, 2025 at 10:00 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10:27 AM","—","Friday, October 17, 2025 at 10:27 AM","SPY","126,481","660.71","$83.6M","5 hours ago","Friday, October 17, 2025 at 10:12 AM","",""
"","","","","[","Friday, October 17, 2025 at 10:28 AM","SPY","126,481","660.71","$83.6M","5 hours ago","Friday, October 17, 2025 at 10:13 AM","10:28 AM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10:35 AM","—","Friday, October 17, 2025 at 10:35 AM","SPLG","4,692,000","77.54","$363.8M","5 hours ago","Friday, October 17, 2025 at 10:20 AM","",""
"","","","","[","Friday, October 17, 2025 at 10:37 AM","SPY","126,481","660.71","$83.6M","5 hours ago","Friday, October 17, 2025 at 10:22 AM","10:37 AM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10:55 AM","—","Friday, October 17, 2025 at 10:55 AM","SPY","126,481","660.71","$83.6M","5 hours ago","Friday, October 17, 2025 at 10:40 AM","",""
"","","","","[","Friday, October 17, 2025 at 10:56 AM","IWF","551,626","463.65","$255.8M","5 hours ago","Friday, October 17, 2025 at 10:41 AM","10:56 AM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","11:04 AM","—","Friday, October 17, 2025 at 11:04 AM","GOOGL","400,000","250.65","$100.3M","4 hours ago","Friday, October 17, 2025 at 10:49 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","11:19 AM","—","Friday, October 17, 2025 at 11:19 AM","JPM","300,000","296.46","$88.9M","4 hours ago","Friday, October 17, 2025 at 11:04 AM","",""
"","","","","[","Friday, October 17, 2025 at 11:20 AM","QQQ","190,200","600.00","$114.1M","4 hours ago","Friday, October 17, 2025 at 11:05 AM","11:20 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:21 AM","IWF","246,055","464.78","$114.4M","4 hours ago","Friday, October 17, 2025 at 11:06 AM","11:21 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:24 AM","IEMG","2,830,880","66.71","$188.8M","4 hours ago","Friday, October 17, 2025 at 11:09 AM","11:24 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:26 AM","IVV","184,786","664.22","$122.7M","4 hours ago","Friday, October 17, 2025 at 11:10 AM","11:26 AM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","11:34 AM","—","Friday, October 17, 2025 at 11:34 AM","SPY","151,000","659.20","$99.5M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","",""
"","","","","[","Friday, October 17, 2025 at 11:34 AM","SPY","200,000","659.20","$131.8M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","SPY","150,000","659.19","$98.9M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","SPY","160,000","659.20","$105.5M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","SPY","276,000","659.20","$181.9M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","SPY","500,000","659.20","$329.6M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","SPY","600,000","659.19","$395.5M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","SPY","240,000","659.20","$158.2M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","SPY","290,000","659.19","$191.2M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","QQQ","200,000","598.07","$119.6M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","QQQ","150,000","598.08","$89.7M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","QQQ","300,000","598.07","$179.4M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","QQQ","250,000","598.07","$149.5M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","QQQ","380,000","598.06","$227.3M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","IWM","300,000","242.99","$72.9M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","IWM","500,000","243.01","$121.5M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:34 AM","IWM","325,000","242.98","$79M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:34 AM","]"
"","","","","[","Friday, October 17, 2025 at 11:35 AM","QQQ","400,000","598.05","$239.2M","4 hours ago","Friday, October 17, 2025 at 11:19 AM","11:35 AM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","11:43 AM","—","Friday, October 17, 2025 at 11:43 AM","EZU","1,266,981","62.12","$78.7M","4 hours ago","Friday, October 17, 2025 at 11:27 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","12:10 PM","—","Friday, October 17, 2025 at 12:10 PM","HYG","3,890,984","80.57","$313.5M","3 hours ago","Friday, October 17, 2025 at 11:55 AM","",""
"","","","","[","Friday, October 17, 2025 at 12:11 PM","CX","11,000,000","9.65","$106.2M","3 hours ago","Friday, October 17, 2025 at 11:56 AM","12:11 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","12:28 PM","—","Friday, October 17, 2025 at 12:28 PM","LQD","2,600,000","112.20","$291.7M","3 hours ago","Friday, October 17, 2025 at 12:13 PM","",""
"","","","","[","Friday, October 17, 2025 at 12:29 PM","EFA","2,425,740","94.36","$228.9M","3 hours ago","Friday, October 17, 2025 at 12:14 PM","12:29 PM","]"
"","","","","[","Friday, October 17, 2025 at 12:30 PM","BND","10,129,364","74.85","$758.2M","3 hours ago","Friday, October 17, 2025 at 12:15 PM","12:30 PM","]"
"","","","","[","Friday, October 17, 2025 at 12:32 PM","BSV","2,825,552","79.09","$223.5M","3 hours ago","Friday, October 17, 2025 at 12:17 PM","12:32 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","12:50 PM","—","Friday, October 17, 2025 at 12:50 PM","SPY","126,481","660.71","$83.6M","3 hours ago","Friday, October 17, 2025 at 12:35 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","1:15 PM","—","Friday, October 17, 2025 at 1:15 PM","SCHP","4,131,746","27.01","$111.6M","2 hours ago","Friday, October 17, 2025 at 1:00 PM","",""
"","","","","[","Friday, October 17, 2025 at 1:16 PM","VGIT","1,834,102","60.42","$110.8M","2 hours ago","Friday, October 17, 2025 at 1:01 PM","1:16 PM","]"
"","","","","[","Friday, October 17, 2025 at 1:21 PM","SPY","126,481","660.71","$83.6M","2 hours ago","Friday, October 17, 2025 at 1:06 PM","1:21 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","1:27 PM","—","Friday, October 17, 2025 at 1:27 PM","KWEB","5,075,061","39.49","$200.4M","2 hours ago","Friday, October 17, 2025 at 1:11 PM","",""
"","","","","[","Friday, October 17, 2025 at 1:28 PM","IEMG","3,293,610","66.71","$219.7M","2 hours ago","Friday, October 17, 2025 at 1:13 PM","1:28 PM","]"
"","","","","[","Friday, October 17, 2025 at 1:29 PM","BSV","2,413,078","79.09","$190.9M","2 hours ago","Friday, October 17, 2025 at 1:14 PM","1:29 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","1:47 PM","—","Friday, October 17, 2025 at 1:47 PM","IEF","3,064,668","97.39","$298.5M","2 hours ago","Friday, October 17, 2025 at 1:32 PM","",""
"","","","","[","Friday, October 17, 2025 at 1:52 PM","USHY","2,000,000","37.47","$74.9M","2 hours ago","Friday, October 17, 2025 at 1:37 PM","1:52 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","2:03 PM","—","Friday, October 17, 2025 at 2:03 PM","IWF","809,724","464.83","$376.4M","an hour ago","Friday, October 17, 2025 at 1:48 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","2:15 PM","—","Friday, October 17, 2025 at 2:15 PM","VOO","520,000","609.76","$317.1M","an hour ago","Friday, October 17, 2025 at 2:00 PM","",""
"","","","","[","Friday, October 17, 2025 at 2:20 PM","SPY","252,963","660.71","$167.1M","an hour ago","Friday, October 17, 2025 at 2:05 PM","2:20 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","2:35 PM","—","Friday, October 17, 2025 at 2:35 PM","SPY","252,963","660.71","$167.1M","55 minutes ago","Friday, October 17, 2025 at 2:20 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","3:02 PM","—","Friday, October 17, 2025 at 3:02 PM","META","125,000","716.70","$89.6M","28 minutes ago","Friday, October 17, 2025 at 2:47 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","3:14 PM","—","Friday, October 17, 2025 at 3:14 PM","EEMV","1,222,075","64.78","$79.2M","16 minutes ago","Friday, October 17, 2025 at 2:59 PM","",""
